Date,Open,High,Low,Close,Adj Close,Volume
2023-03-01,58.5099983215332,60.09000015258789,58.400001525878906,59.709999084472656,59.53706741333008,14414200
2023-02-01,64.26000213623047,64.51000213623047,62.290000915527344,63.5,63.31609344482422,12695000
2023-01-03,62.29999923706055,62.95000076293945,60.11000061035156,61.04999923706055,60.87318801879883,13104000
2022-12-01,70.30000305175781,70.3499984741211,68.77999877929688,68.80000305175781,68.46076202392578,9247400
2022-11-01,74.0199966430664,74.48999786376953,73.16000366210938,73.80000305175781,73.43611145019531,13011800
2022-10-03,63.720001220703125,65.02999877929688,63.400001525878906,64.05999755859375,63.7441291809082,25451400
2022-09-01,69.23999786376953,69.93000030517578,67.83999633789062,68.4000015258789,67.92578887939453,21504300
2022-08-01,65.16999816894531,65.73999786376953,63.56999969482422,65.2300033569336,64.77777099609375,16725700
2022-07-01,59.40999984741211,60.66999816894531,57.08000183105469,60.439998626708984,60.020973205566406,28036800
2022-06-01,70.62999725341797,71.08999633789062,68.18000030517578,70.41999816894531,69.80007934570312,28856900
2022-05-02,54.529998779296875,58.54999923706055,53.95000076293945,58.29999923706055,57.786773681640625,38104700
2022-04-01,56.81999969482422,58.18000030517578,56.29999923706055,58.11000061035156,57.598445892333984,21019000
2022-03-01,44.33000183105469,47.83000183105469,44.040000915527344,46.790000915527344,46.267677307128906,68949800
2022-02-01,37.25,39.54999923706055,37.18000030517578,39.290000915527344,38.85139846801758,20514800
2022-01-03,29.209999084472656,31.110000610351562,29.149999618530273,31.059999465942383,30.71327018737793,15094100
2021-12-01,30.690000534057617,30.969999313354492,28.90999984741211,28.950000762939453,28.617523193359375,19000400
2021-11-01,34.31999969482422,34.900001525878906,33.709999084472656,34.810001373291016,34.41022491455078,14134100
2021-10-01,29.81999969482422,31.170000076293945,29.760000228881836,31.149999618530273,30.792255401611328,19625100
2021-09-01,25.600000381469727,25.860000610351562,24.860000610351562,25.079999923706055,24.782014846801758,14779500
2021-08-02,26.100000381469727,27.059999465942383,25.719999313354492,25.790000915527344,25.48358154296875,13880000
2021-07-01,32.849998474121094,33.5,32.20000076293945,32.86000061035156,32.469581604003906,23100200
2021-06-01,26.670000076293945,28.489999771118164,26.65999984741211,28.469999313354492,28.122100830078125,27701900
2021-05-03,25.649999618530273,26.280000686645508,25.3799991607666,26.139999389648438,25.820571899414062,13380900
2021-04-01,26.81999969482422,27.81999969482422,26.40999984741211,27.3799991607666,27.045419692993164,27311000
2021-03-01,27.3700008392334,28.280000686645508,27.010000228881836,27.639999389648438,27.293067932128906,16185700
2021-02-01,20.6299991607666,20.75,19.799999237060547,20.389999389648438,20.134071350097656,13688000
2021-01-04,17.75,17.979999542236328,17.31999969482422,17.450000762939453,17.230974197387695,18497800
2020-12-01,15.899999618530273,16.139999389648438,14.970000267028809,15.130000114440918,14.932283401489258,31278000
2020-11-02,9.260000228881836,9.800000190734863,9.029999732971191,9.649999618530273,9.523894309997559,28544100
2020-10-01,9.970000267028809,9.979999542236328,9.569999694824219,9.680000305175781,9.55350399017334,32990300
2020-09-01,12.59000015258789,12.619999885559082,12.329999923706055,12.479999542236328,12.30486011505127,22914400
2020-08-03,15.75,15.760000228881836,15.100000381469727,15.25,15.035989761352539,22888000
2020-07-01,18.31999969482422,18.829999923706055,17.40999984741211,17.40999984741211,17.165678024291992,32856700
2020-06-01,12.899999618530273,13.899999618530273,12.670000076293945,13.8100004196167,13.608375549316406,36714900
2020-05-01,16.020000457763672,16.420000076293945,15.09000015258789,15.239999771118164,15.017496109008789,36902400
2020-04-01,11.039999961853027,11.170000076293945,10.119999885559082,10.739999771118164,10.583196640014648,39837200
2020-03-02,33.58000183105469,33.65999984741211,31.700000762939453,32.95000076293945,31.513959884643555,17223700
2020-02-03,39.70000076293945,40.41999816894531,39.439998626708984,40.08000183105469,38.333229064941406,8727900
2020-01-02,41.630001068115234,42.689998626708984,41.58000183105469,42.58000183105469,40.72426986694336,13066400
2019-12-02,38.84000015258789,39.15999984741211,38.40999984741211,38.68000030517578,36.245059967041016,10829600
2019-11-01,40.75,42.290000915527344,40.7400016784668,42.290000915527344,39.627811431884766,9024800
2019-10-01,44.66999816894531,45.41999816894531,43.68000030517578,43.77000045776367,41.01464080810547,5229400
2019-09-03,42.86000061035156,42.97999954223633,42.369998931884766,42.68000030517578,39.29825973510742,6917100
2019-08-01,51.0,54.04999923706055,50.91999816894531,53.16999816894531,48.957069396972656,14069700
2019-07-01,51.0,51.36000061035156,49.68000030517578,49.779998779296875,45.835693359375,7251200
2019-06-03,50.29999923706055,50.599998474121094,49.04999923706055,49.31999969482422,44.68983840942383,11148500
2019-05-01,59.099998474121094,59.27000045776367,57.47999954223633,57.47999954223633,52.08378601074219,11084200
2019-04-01,66.88999938964844,67.27999877929688,66.54000091552734,67.18000030517578,60.873130798339844,2809900
2019-03-01,66.37000274658203,67.56999969482422,66.37000274658203,67.55000305175781,60.482177734375,3866000
2019-02-01,67.26000213623047,68.2300033569336,66.77999877929688,68.04000091552734,60.9209098815918,5387200
2019-01-02,60.52000045776367,62.400001525878906,59.720001220703125,62.0,55.51287078857422,5355300
2018-12-03,72.04000091552734,72.43000030517578,70.54000091552734,71.31999969482422,63.12001419067383,5019100
2018-11-01,67.18000030517578,68.6500015258789,66.86000061035156,68.3499984741211,60.49149703979492,6132700
2018-10-01,82.31999969482422,83.30000305175781,82.05000305175781,83.12999725341797,73.57219696044922,4169600
2018-09-04,80.04000091552734,80.05999755859375,77.77999877929688,79.2699966430664,69.45051574707031,5131600
2018-08-01,83.08999633789062,83.26000213623047,82.38999938964844,82.63999938964844,72.403076171875,3417600
