Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,83.04000091552734,83.20999908447266,82.27999877929688,82.5199966430664,72.29793548583984,3091300
2018-06-01,84.6500015258789,86.11000061035156,84.08999633789062,85.0999984741211,73.89448547363281,4940200
2018-05-01,76.95999908447266,77.08000183105469,75.97000122070312,76.58000183105469,66.49635314941406,3895000
2018-04-02,64.86000061035156,65.16000366210938,63.439998626708984,64.66999816894531,56.154598236083984,6816400
2018-03-01,65.69999694824219,66.38999938964844,65.08000183105469,65.62999725341797,56.3150749206543,5519300
2018-02-01,75.0199966430664,76.27999877929688,74.98999786376953,76.0999984741211,65.29905700683594,3165300
2018-01-02,74.01000213623047,74.30000305175781,73.48999786376953,73.9800033569336,63.47996139526367,2830000
2017-12-01,70.75,71.08999633789062,69.7699966430664,70.23999786376953,59.602149963378906,4972100
2017-11-01,65.16000366210938,65.79000091552734,65.06999969482422,65.45999908447266,55.54608917236328,6184200
2017-10-02,63.810001373291016,64.1500015258789,63.470001220703125,64.11000061035156,54.400543212890625,2775100
2017-09-01,59.689998626708984,59.91999816894531,59.279998779296875,59.75,50.06978225708008,2635800
2017-08-01,62.099998474121094,62.119998931884766,61.06999969482422,61.529998779296875,51.5613899230957,2918200
2017-07-03,60.16999816894531,61.560001373291016,60.130001068115234,61.2599983215332,51.33512878417969,2806500
2017-06-01,59.09000015258789,60.79999923706055,58.790000915527344,60.5099983215332,50.08154296875,7530900
2017-05-01,61.540000915527344,61.599998474121094,60.5,60.81999969482422,50.33810806274414,4614500
2017-04-03,63.380001068115234,63.880001068115234,62.709999084472656,63.7400016784668,52.7548713684082,4324400
2017-03-01,66.20999908447266,66.79000091552734,65.94999694824219,66.23999786376953,54.18003845214844,5277000
2017-02-01,67.93000030517578,68.0999984741211,67.0199966430664,67.61000061035156,55.30061340332031,3975700
2017-01-03,72.2699966430664,72.95999908447266,71.18000030517578,72.2699966430664,59.1121711730957,4393600
2016-12-01,72.9000015258789,72.95999908447266,71.0999984741211,71.2699966430664,57.665016174316406,5690800
2016-11-01,72.44999694824219,72.83999633789062,67.66000366210938,69.0,55.82835006713867,13046300
2016-10-03,72.91999816894531,73.18000030517578,72.43000030517578,72.81999969482422,58.91914749145508,3002200
2016-09-01,76.55000305175781,76.8499984741211,76.01000213623047,76.83999633789062,61.56597137451172,3261000
2016-08-01,74.4000015258789,74.48999786376953,73.30000305175781,73.58999633789062,58.96200942993164,4132400
2016-07-01,75.43000030517578,76.25,75.13999938964844,75.66999816894531,60.6285514831543,3944600
2016-06-01,74.9000015258789,75.55000305175781,74.33000183105469,75.44000244140625,59.85453414916992,3041900
